ISSUERID,IVA_COMPANY_RATING,IVA_RATING_DATE,IVA_INDUSTRY,IVA_PREVIOUS_RATING,IVA_RATING_TREND,INDUSTRY_ADJUSTED_SCORE,WEIGHTED_AVERAGE_SCORE,LAST_SCORE_UPDATE_DATE,ENVIRONMENTAL_PILLAR_SCORE,ENVIRONMENTAL_PILLAR_WEIGHT,ENVIRONMENTAL_PILLAR_QUARTILE,GOVERNANCE_PILLAR_SCORE,GOVERNANCE_PILLAR_WEIGHT,GOVERNANCE_PILLAR_QUARTILE,SOCIAL_PILLAR_SCORE,SOCIAL_PILLAR_WEIGHT,SOCIAL_PILLAR_QUARTILE,GICS_SUB_IND,CLIMATE_CHANGE_THEME_SCORE,CLIMATE_CHANGE_THEME_WEIGHT,BUSINESS_ETHICS_THEME_SCORE,CORPORATE_GOV_THEME_SCORE,ENVIRONMENTAL_OPPS_THEME_SCORE,ENVIRONMENTAL_OPPS_THEME_WEIGHT,HUMAN_CAPITAL_THEME_SCORE,HUMAN_CAPITAL_THEME_WEIGHT,NATURAL_RES_USE_THEME_SCORE,NATURAL_RES_USE_THEME_WEIGHT,WASTE_MGMT_THEME_SCORE,WASTE_MGMT_THEME_WEIGHT,PRODUCT_SAFETY_THEME_SCORE,PRODUCT_SAFETY_THEME_WEIGHT,SOCIAL_OPPS_THEME_SCORE,SOCIAL_OPPS_THEME_WEIGHT,STAKEHOLDER_OPPOSIT_THEME_SCORE,STAKEHOLDER_OPPOSIT_THEME_WEIGHT,E_WASTE_SCORE,E_WASTE_WEIGHT,E_WASTE_QUARTILE,FINANCING_ENV_IMP_SCORE,FINANCING_ENV_IMP_QUARTILE,FINANCING_ENV_IMP_WEIGHT,OPPS_CLN_TECH_SCORE,OPPS_CLN_TECH_QUARTILE,OPPS_CLN_TECH_WEIGHT,OPPS_GREEN_BUILDING_SCORE,OPPS_GREEN_BUILDING_QUARTILE,OPPS_GREEN_BUILDING_WEIGHT,OPPS_RENEW_ENERGY_SCORE,OPPS_RENEW_ENERGY_QUARTILE,OPPS_RENEW_ENERGY_WEIGHT,PACK_MAT_WASTE_SCORE,PACK_MAT_WASTE_WEIGHT,PACK_MAT_WASTE_QUARTILE,PROD_CARB_FTPRNT_SCORE,PROD_CARB_FTPRNT_QUARTILE,PROD_CARB_FTPRNT_WEIGHT,RAW_MAT_SRC_SCORE,RAW_MAT_SRC_QUARTILE,RAW_MAT_SRC_WEIGHT,TOXIC_EMISS_WSTE_SCORE,TOXIC_EMISS_WASTE_QUARTILE,TOXIC_EMISS_WSTE_WEIGHT,WATER_STRESS_SCORE,WATER_STRESS_QUARTILE,WATER_STRESS_WEIGHT,CORP_BEHAV_SCORE,CORP_BEHAV_QUARTILE,ACCESS_TO_COMM_SCORE,ACCESS_TO_COMM_QUARTILE,ACCESS_TO_COMM_WEIGHT,ACCESS_TO_FIN_SCORE,ACCESS_TO_FIN_QUARTILE,ACCESS_TO_FIN_WEIGHT,ACCESS_TO_HLTHCRE_SCORE,ACCESS_TO_HLTHCRE_QUARTILE,ACCESS_TO_HLTHCRE_WEIGHT,CHEM_SAFETY_SCORE,CHEM_SAFETY_QUARTILE,CHEM_SAFETY_WEIGHT,COMM_REL_SCORE,COMM_REL_QUARTILE,COMM_REL_WEIGHT,FIN_PROD_SAFETY_SCORE,FIN_PROD_SAFETY_QUARTILE,FIN_PROD_SAFETY_WEIGHT,CONTROV_SRC_SCORE,CONTROV_SRC_QUARTILE,CONTROV_SRC_WEIGHT,HLTH_SAFETY_SCORE,HLTH_SAFETY_QUARTILE,INS_HLTH_DEMO_RISK_WEIGHT,HLTH_SAFETY_WEIGHT,HUMAN_CAPITAL_DEV_SCORE,HUMAN_CAPITAL_DEV_QUARTILE,HUMAN_CAPITAL_DEV_WEIGHT,INS_HLTH_DEMO_RISK_SCORE,INS_HLTH_DEMO_RISK_QUARTILE,LABOR_MGMT_SCORE,LABOR_MGMT_QUARTILE,LABOR_MGMT_WEIGHT,OPPS_NUTRI_HLTH_SCORE,OPPS_NUTRI_HLTH_QUARTILE,OPPS_NUTRI_HLTH_WEIGHT,PRIVACY_DATA_SEC_SCORE,PRIVACY_DATA_SEC_QUARTILE,PRIVACY_DATA_SEC_WEIGHT,PROD_SFTY_QUALITY_SCORE,PROD_SFTY_QUALITY_QUARTILE,PROD_SFTY_QUALITY_WEIGHT,RESPONSIBLE_INVEST_SCORE,RESPONSIBLE_INVEST_QUARTILE,RESPONSIBLE_INVEST_WEIGHT,SUPPLY_CHAIN_LAB_SCORE,SUPPLY_CHAIN_LAB_QUARTILE,SUPPLY_CHAIN_LAB_WEIGHT,ACCOUNTING_SCORE,BOARD_SCORE,CORP_GOVERNANCE_SCORE,CORP_GOVERNANCE_QUARTILE,OWNERSHIP_AND_CONTROL_SCORE,PAY_SCORE,BUS_ETHICS_GOV_PILLAR_SD,BUS_ETHICS_PCTL_GLOBAL,BUS_ETHICS_PCTL_HOME,CORP_BEHAV_ETHICS_SCORE,CORP_BEHAV_GOV_PILLAR_SD,CORP_BEHAV_PCTL_GLOBAL,CORP_BEHAV_PCTL_HOME,TAX_TRANSP_GOV_PILLAR_SD,TAX_TRANSP_PCTL_GLOBAL,TAX_TRANSP_PCTL_HOME,ACCOUNTING_GOV_PILLAR_SD,ACCOUNTING_PCTL_GLOBAL,ACCOUNTING_PCTL_HOME,ASSESSMENT_CHANGE_DATE,BOARD_GOV_PILLAR_SD,BOARD_PCTL_GLOBAL,BOARD_PCTL_HOME,CORP_GOVERNANCE_GOV_PILLAR_SD,GOVERNANCE_PCTL_GLOBAL,GOVERNANCE_PCTL_HOME,OWNERSHIP_GOV_PILLAR_SD,OWNERSHIP_PCTL_GLOBAL,OWNERSHIP_PCTL_HOME,PAY_GOV_PILLAR_SD,PAY_PCTL_GLOBAL,PAY_PCTL_HOME,ESG_HEADLINE,IVA_RATING_ANALYSIS,BIODIV_LAND_USE_SCORE,BIODIV_LAND_USE_WEIGHT,CARBON_EMISSIONS_SCORE,CARBON_EMISSIONS_WEIGHT,INS_CLIMATE_CHG_RISK_SCORE,INS_CLIMATE_CHG_RISK_WEIGHT,ESG_OVERALL_QUARTILE,BIODIV_LAND_USE_QUARTILE,CARBON_EMISSIONS_QUARTILE,INS_CLIMATE_CHG_RISK_QUARTILE,CORP_BEHAV_TAX_TRANSP_SCORE,Industry,CompanyName
IID000000002134888,CCC,20220825,Specialty Chemicals,CCC,0.0,0.0,2.5,20220923.0,2.9,53,4,2.9,33,4,0.0,14,4,Specialty Chemicals,4.2,14.0,4.6,3.6,2.9,11.0,1.5,0.0,3.0,14.0,1.6,14.0,0.0,14.0,,,,,,0.0,,,,0.0,2.9,4.0,11.0,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,1.6,4.0,14.0,3.0,4.0,14.0,4.6,4,,,0.0,,,0.0,,,0.0,0.0,4.0,14.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,1.5,4.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,10.0,2.0,3.6,4,5.5,7.7,-2.1,21,59,4.5,-2.1,21,60,0.0,100,100,0.0,100,100,20220923,-3.629394531,3,26,-5.0,9,37,-1.015625,30,52,-0.390625,86,99,Lags peers in environmental and chemical safety management practices,"TKG Huchems' rating is unchanged at 'CCC'. The company's chemical safety management practices continue to trail those of peers. It derived 82% of its FY 2021 revenue from South Korea, where chemical safety regulations are stringent; this exposes the company to potential reformulation costs. Yet, unlike with better-performing peers, we found no evidence of a formal strategy to phase out potentially hazardous chemicals. Further, the company's practices to mitigate environmental risks continue to lag those of its peers.Production of nitrogenous chemicals exposes companies such as TKG Huchems to the risk of incurring environmental liabilities tied to toxic emissions and waste. While we note the company has provisions for regular environmental audits, TKG Huchems, unlike leading peers, appears to lack quantitative targets to reduce key air pollutants (NOx/SOx) from its operations.The water-intensive nature of nitrogenous chemicals production exposes TKG Huchems to risks related to water scarcity. However, its water management practices appear limited. We found no evidence of water risk assessment schemes and use of alternative water sources, practices common to leading peers.TKG Huchems is controlled by the Park family (holding 29.3% of voting power) via a stock pyramid structure, and has reported related-party transactions involving the controlling shareholder. The company's board also lacks an independent majority and leadership; this may pose concerns regarding the potential subordination of the interests of minority investors.",,0.0,4.2,14.0,,0.0,4.0,,4.0,,10.0,Materials,Event Management Solutions
IID000000002134891,B,20220526,Pharmaceuticals,BB,-1.0,2.3,2.5,20220708.0,2.4,9,4,1.6,33,4,3.0,58,4,Pharmaceuticals,6.5,0.0,6.7,0.9,,,3.1,18.0,,0.0,2.4,9.0,3.1,27.0,2.7,13.0,,,,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,2.4,4.0,9.0,,,0.0,6.7,1,,,0.0,,,0.0,2.7,4.0,13.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,3.1,3.0,18.0,,,,,0.0,,,0.0,,,0.0,3.1,3.0,27.0,,,0.0,,,0.0,7.1,0.7,0.9,4,5.5,1.4,-1.3,67,98,6.6,-1.3,67,98,0.0,100,100,-0.390625,8,27,20200611,-4.21875,2,17,-7.1,1,6,-1.015625,30,52,-1.484375,17,23,,"Hanall has been downgraded to 'B' from 'BB'. Like pharma peers, Hanall is exposed to employee-centered risks due to its reliance on a highly skilled workforce. Our expanded assessment of its talent management initiatives indicates the company lags most peers in implementing robust staff management programs such as employee engagement channels and adopting a grievance redressal mechanism--practices that may help mitigate talent retention challenges. Further, Hanall lags global peers on corporate governance.Hanall's board lacks an independent director majority and has multiple executives; while typical of Korean firms, this may hinder its ability to provide independent management oversight. Further, related-party transactions (13% of expenses, FY 2019 to 17%, FY 2020) with the controlling owner may increase risks for minority shareholders. On the upside, Hanall's business ethics practices, which include certification to the ISO 37001 standard, lead those of most domestic peers.As a manufacturer of drugs for human use, Hanall is exposed to reputational risks from potential product quality lapses. Its quality framework is on par with that of peers, and features supplier monitoring and in-house testing. However, we found evidence of five minor (Class III) and three moderate (Class II) product recalls from January 2019 to April 2022.Presence in Korea (99% revenue, FY 2020) positions Hanall to capitalize on growth opportunities in emerging markets. Yet, it lags peers in adopting programs to help improve access to healthcare in the region.",,0.0,6.5,0.0,,0.0,4.0,,4.0,,10.0,Healthcare,Cloud Computing Ventures
IID000000002134896,BB,20220818,Metals and Mining - Non-Precious Metals,B,1.0,4.0,3.7,20221202.0,3.8,39,1,3.5,33,3,3.9,28,3,Diversified Metals & Mining,4.4,9.0,2.2,5.6,,,3.5,19.0,2.7,18.0,5.1,12.0,,0.0,,,4.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,5.1,1.0,12.0,5.3,1.0,9.0,2.2,3,,,,,,,,,,,,,4.5,2.0,9.0,,,,,,,2.7,3.0,,12.0,5.0,2.0,0.0,,,5.0,2.0,7.0,,,,3.3,4.0,0.0,,,,,,,,,,10.0,6.5,5.6,2,4.1,6.8,-3.0,5,23,2.0,-3.0,5,23,0.0,100,100,0.0,100,100,20220519,-1.580078125,39,63,-3.5,37,55,-1.328125,12,16,-0.546875,70,89,Improvements in community relations while weaknesses in governance practices still persist,"Western Mining has been upgraded to 'BB' from 'B'. Western Mining has adopted policies to support indigenous people, and human rights, and is actively involved in local community development through promotion of infrastructure and local hiring. Further, improvements in its business ethics, such as evidence of anti-corruption measures and a no-corruption policy for suppliers, together have driven the rating upgrade. However, we found limited evidence of its efforts in biodiversity management and ecosystem restoration programs.Though the company's corporate governance practices are average compared to those of global peers, we found weaknesses in its board structure and pay practices. Its board lacks an independent majority and an independent chair. Further, we note related-party transactions with the state, which holds 30% of voting rights (Oct' 2021).With all operations in China (FY 2021), where ILO data indicates high frequency of occupational accidents, the company has high exposure to risk of workplace incidents and related operational disruptions. Although it has a group-wide safety policy, and certification to the ISO 18001 standard, it trails peers in having safety targets and linking its performance to executive pay.The company has high exposure to risk of environmental liabilities linked to mine wastes due to its metal extraction operations. However, it outperforms industry peers with certification to environmental management standards such as ISO 14001 and programs to monitor environmental performance and related reduction targets.",0.0,9.0,4.4,9.0,,,2.0,4.0,2.0,,10.0,Materials,Alternative Energy Corporation
IID000000002134917,B,20220721,Metals and Mining - Non-Precious Metals,,,2.3,2.8,20221216.0,4.0,38,1,1.4,33,4,2.7,29,4,Trading Companies & Distributors,3.6,12.0,0.8,3.5,,,1.8,20.0,3.9,18.0,5.1,8.0,,,,,4.8,9.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,5.1,1.0,8.0,5.7,1.0,9.0,0.8,4,,,,,,,,,,,,,4.8,2.0,9.0,,,,,,,0.7,4.0,,12.0,,,,,,3.5,4.0,8.0,,,,,,,,,,,,,,,,10.0,5.1,3.5,4,4.1,1.4,-3.6,1,8,0.6,-3.6,1,8,0.0,100,100,0.0,100,100,20220618,-2.236328125,20,34,-5.0,9,11,-1.328125,12,16,-1.484375,17,35,,"We initiate coverage of Shanxi Coal International at 'B'. Shanxi Coal International is a coal mining and trading company in China. Due to its significant mineral trading segment (FY 2021: 49% of revenue), our model indicates the company's exposure to environmental risks, particularly related to carbon and toxic emissions, is lower than that of pureplay coal producers. Nevertheless, Shanxi Coal trails its peers on initiatives to mitigate such risks. In addition, its governance structures also appear to lag those of its global and home market peers.As a subsidiary of state-owned Shanxi Coal Import & Export Group (FY 2021: 60% voting rights), the company may be subject to increased scrutiny on business ethics practices. However, we found limited evidence of anti-corruption policies and compliance measures. Further, the presence of multiple government representatives on the board, and related-party transactions with its owner amid the lack of a fully independent audit committee could pose risks of subordination of minority shareholder interests.Companies that undertake coal mining may face the risk of operational disruptions in the event of accidents. Unlike with leading peers, we found no evidence of the company implementing incident reduction targets or of certification to recognized health and safety standards such as ISO 45001.Shanxi Coal International has an environmental management system with initiatives such as waste treatment and recycling to reduce its discharges. However, we found no disclosures on its performance data for NOx/SOx; this impedes peer comparison.",2.0,9.0,3.6,12.0,,,3.0,2.0,3.0,,10.0,Materials,Technical Consulting Group
IID000000002134918,BB,20220610,"Electronic Equipment, Instruments & Components",B,1.0,3.2,4.1,20221111.0,2.4,17,4,3.9,39,4,4.9,44,2,Electronic Equipment & Instruments,10.0,,5.8,4.3,2.4,17.0,6.5,22.0,,,,,4.2,11.0,,,2.2,11.0,,,,,,,2.4,4.0,17.0,,,,,,,,,,,,,,,,,,,,,,5.8,2,,,,,,,,,,4.2,2.0,11.0,,,,,,,2.2,4.0,11.0,,,,,0.0,4.0,0.0,,,6.5,1.0,22.0,,,,,,,,,,,,,,,,8.8,5.3,4.3,4,6.9,1.4,-1.6,40,41,5.7,-1.6,41,41,0.0,100,100,-0.15625,27,55,20220530,-2.109375,23,36,-4.5,16,22,-0.703125,50,31,-1.484375,17,46,,"Riken Keiki has been upgraded to 'BB' from 'B'. We note improvements in the company's chemical safety controls that drive its on-par performance in chemical safety, thus contributing to the upgrade. Our research indicates efforts to monitor the use of chemicals in its products and inform customers of the same. However, the company lags global peers on corporate governance. Like most of its peers in Japan, the company's board lacks an independent majority and a fully independent audit committee for management oversight.Select device offerings from the company's product line may find applications in pollution monitoring. However, these do not appear to comprise its core offerings. Our research indicates the company trails peers in clean technology (cleantech) initiatives. We also found no dedicated strategy that targets expanding into cleantech-focused product lines.Measurement and detection devices contain minerals that may have been sourced from conflict regions. Riken Keiki lags industry peers in programs to trace the origins of minerals used in its products. Unlike leading industry peers, it appears to lack strong supplier due diligence and smelter monitoring efforts.Riken Keiki's exposure to labor management complexity is moderate due to a small workforce (FY 2020: 1,196 vs. ~32,000 industry average, as of June 2022) and majority operations in Japan, where labor unrest has been historically low. Like industry peers, it offers non-monetary benefits, including stock options and skills development opportunities.",,,10.0,,,,3.0,,2.0,,10.0,Technology,Credit Rating Agencies Developments
IID000000002134925,BB,20220527,Retail - Consumer Discretionary,B,1.0,4.1,4.8,20220805.0,1.8,22,4,5.1,39,3,6.2,39,1,Automotive Retail,1.1,11.0,5.5,6.0,2.4,11.0,6.4,22.0,,,,,6.0,17.0,,,,,,,,,,,2.4,4.0,11.0,,,,,,,,,,1.1,4.0,11.0,,,,,,,,,,5.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,4.0,0.0,,,6.4,1.0,22.0,,,,6.0,3.0,17.0,,,,,,,,,,10.0,4.5,6.0,3,9.3,7.3,-1.8,33,30,5.4,-1.8,34,31,0.0,100,100,0.0,100,100,20220726,-2.51390625,14,21,-3.1,45,73,-0.15625,91,100,-0.46875,75,90,,"VT HOLDINGS has been upgraded to 'BB' from 'B'. The upgrade reflects the reassessment in VT Holdings' labor management practices. Notably, the company offers training programs and severance pay to its employees. Also, improvements in its corporate governance practices such as the appointment of one female director at the 2021 AGM underpins the upgrade. However, despite these improvements, it lags most global peers on corporate governance.VT Holdings' board is entrenched: four of eight directors had tenures of over 15 years as of June 2021. This may impact the board's ability to provide effective oversight of management. Further, we found no evidence of anti-corruption policy and compliance measures such as regular audits and employee training on ethical standards.As an automotive retailer, VT Holdings manages many transactions and personal data, exposing it to regulatory and reputational risks tied to potential incidents of data breach or misuse. Unlike with better-performing peers, the company appears to lack proactive mitigating measures such as vulnerability assessments and penetration testing of its security systems.VT Holdings operates in Japan, where labor unrest cases are relatively low per ILO data. Further, its small workforce (3,667 vs. industry average of 81,204 as of Apr 2022) entails lower labor complexity. While it offers non-pay benefits and training to retain staff, these do not seem to be extended to the entire workforce.",,,6.4,,,,4.0,,4.0,,10.0,Consumer Goods,Household Durables Inc.
IID000000002134933,BBB,20230120,Retail - Food & Staples,BBB,0.0,5.6,4.8,20230120.0,1.7,15,4,4.1,33,4,6.1,52,1,Food Retail,1.0,8.0,4.1,5.4,,,6.4,17.0,2.6,7.0,,,6.9,28.0,2.5,7.0,,,,,,,,,,,,,,,,,,,,,1.0,4.0,8.0,2.6,4.0,7.0,,,,,,,4.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,3.0,0.0,,,6.4,1.0,17.0,2.5,4.0,7.0,6.9,2.0,14.0,6.8,3.0,14.0,,,,,,,8.8,6.7,5.4,4,7.9,1.4,-2.3,15,7,4.0,-2.3,15,7,0.0,100,100,-0.15625,27,55,20220629,-1.5,42,71,-3.6,33,53,-0.46875,61,44,-1.484375,17,46,,"Heiwado's rating is unchanged at 'BBB'. As a food retailer, Heiwado may face regulatory and reputational risks in case of food safety lapses. The company's quality assurance measures are average relative to those of peers, and include periodic supplier and raw material audits, and certification to HACCP standards for some operations. Although Heiwado's corporate governance practices are average relative to those of global peers, we note weaknesses in its board composition.Heiwado has low exposure to labor-related risks, given its small workforce (5,324 in FY 2021 vs. 158,542 industry average as of January 2022) and operations in Japan, where our model indicates low incidence of work stoppages. The company's labor management programs are in line with peers, and include non-statutory benefits and training programs to help boost productivity.Online and in-store transactions entail the collection of customers' personal information; this exposes the company to risks tied to potential data breaches. Heiwado's privacy framework is average relative to that of peers. While the company has a privacy policy that grants customers full digital control over their data, it appears to lack strong data protection measures, such as periodic system audits.While common in the Japanese market, the company's lack of a majority independent board may limit oversight of management. Also, despite calls to increase gender diversity in boards of companies in Japan, Heiwado had not appointed a female director as of May 2022.",,,8.5,,,,4.0,,4.0,,10.0,Consumer Goods,Medical Devices Innovations
IID000000002134938,CCC,20221213,Utilities,B,-1.0,0.9,2.8,20221220.0,3.7,54,4,1.3,33,4,2.6,13,4,Independent Power Producers & Energy Traders,3.2,14.0,0.8,3.4,4.8,13.0,2.6,13.0,3.1,14.0,3.9,13.0,,,,,,,,0.0,,,,0.0,,,0.0,,,0.0,4.8,4.0,13.0,,0.0,,,,0.0,,,0.0,3.9,4.0,13.0,3.1,4.0,14.0,0.8,4,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,2.6,4.0,13.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,10.0,3.6,3.4,4,5.9,2.3,-3.6,1,8,0.6,-3.6,1,8,0.0,100,100,0.0,100,100,20221027,-2.890625,9,13,-5.2,8,9,-0.9375,37,41,-1.328125,26,53,Continues to trail peers across ESG Key Issues,"Shenergy has been downgraded to 'CCC' from 'B'. While China has tightened norms on toxic releases in its 14th five-year plan, temporary power shortage and restrictions on electricity use in some regions in 2021 and 2022 may add complexities in managing priorities. Shenergy (53% owned by Shanghai municipality) lags peers in toxic releases management. We note a breach of NOx release cap set by the government at one of Shenergy's thermal plants to ensure power supply to the city (it supplied one-third of Shanghai's electricity in 2021).Despite China's targets of carbon peak by 2030 and carbon neutrality by 2060, Shenergy's carbon emissions management measures seem limited. We found no evidence of quantitative target, unlike with leading peers. Also, no disclosure of GHG emissions impedes peer comparison.Shenergy continues to lag global peers on corporate governance. Its former CEO (May 2017-Mar 2022) remains on the board as non-executive deputy chair. His previous ties to management may adversely impact board independence. We also note relatively high related-party transactions with the controlling owner: these accounted for 20.5% of FY 2021 revenue. Further, absence of disclosures on pay details hinders peer comparison.Thermal and nuclear power generation (~74% of FY 2021 total installed capacity) may rely on water for cooling. This could pose the risk of operational disruptions in case of water shortages. Shenergy lags peers on water use management. Unlike with leading peers, we found no disclosures on quantitative targets or water use programs.",4.5,0.0,3.2,14.0,,0.0,4.0,4.0,4.0,,10.0,Utilities,Global Enterprises Inc.
IID000000002135239,CCC,20221028,"Technology Hardware, Storage & Peripherals",,,0.0,2.1,,2.0,27,4,1.8,47,4,2.6,26,4,Electronic Components,5.3,,1.7,3.7,2.1,14.0,2.6,26.0,,,1.9,13.0,,,,,,0.0,7.0,0.0,1.0,,,,2.1,4.0,14.0,,,,,,,,,,,,,,,,1.9,4.0,13.0,,,,1.7,4,,,,,,,,,,,,0.0,,,,,,,7.7,1.0,0.0,0.2,4.0,,13.0,4.9,1.0,13.0,,,,,0.0,,,,,,,,,,,,,5.0,3.0,0.0,10.0,2.5,3.7,4,9.0,2.3,-3.2,3,11,1.5,-3.2,3,11,0.0,100,100,0.0,100,100,20220802,-3.390625,4,31,-5.0,10,39,-0.234375,79,99,-1.328125,26,37,Trails peers in preparedness to address most potential ESG challenges,"We initiate coverage of Intops at 'CCC'. As a manufacturer of mobile parts and plastic products, Intops processes a range of materials and plastics in its complex manufacturing process; this exposes it to unique ESG risks in the Technology Hardware industry. Generation of toxic byproducts may adversely impact health and property, and may expose Intops to related regulatory risks. Also, though handling mechanical, electrical, and heat solutions may expose Intops to safety hazards, its risk mitigation measures seem limited.Intops trails most global peers on corporate governance due to weakness in its board structure--it lacks an independent majority. We note the presence of several executives, and a family firm director is the CEO-chair. This, along with the absence of key committees (pay and audit), may impede management oversight. Further, limited pay disclosures may hinder peer comparison on pay performance. Also, Intops trails peers on corporate behavior: it seems to lack an overarching business ethics framework to mitigate corruption risks.As a developer of mobile cases and plastic molds, Intops' reliance on skilled talent is lower than that of technology hardware peers involved in developing advanced computing machines. The company's workforce management initiatives are average compared to those of peers. It offers a strong suite of benefits including insurance, childcare, and performance-based incentive programs. However, its upskilling opportunities and engagement initiatives appear limited relative to those of peers.",,,5.3,,,,4.0,,4.0,,10.0,Technology,Accountingand Audit Services Enterprises
IID000000002135243,BBB,20221027,Retail - Consumer Discretionary,BBB,0.0,5.5,4.8,20221027.0,3.0,18,3,4.6,33,4,5.5,49,2,General Merchandise Stores,2.3,9.0,5.5,5.4,,,8.1,18.0,3.7,9.0,,,4.0,31.0,,,,,,,,,,,,,,,,,,,,,,,2.3,4.0,9.0,3.7,3.0,9.0,,,,,,,5.5,4,,,,,,,,,,1.2,4.0,14.0,,,,,,,,,,,,,,8.7,2.0,0.0,,,8.1,1.0,18.0,,,,6.3,3.0,17.0,,,,,,,,,,10.0,4.6,5.4,3,9.0,4.5,-1.8,33,30,5.4,-1.8,34,31,0.0,100,100,0.0,100,100,20220628,-2.44140625,15,23,-3.6,33,53,-0.234375,79,74,-0.9375,35,68,,"Izumi's rating is unchanged at 'BBB'. A small workforce (4,399 in FY 2021 vs. industry average of 87,619 as of October 2022) and operations in Japan (100% revenue in FY 2021)--where the likelihood of labor unrest is low, as per our model--suggest its exposure to risk of operational disruptions due to potential labor complexities, common to the retail sector, is lower for Izumi than for peers. The company's corporate and business ethics practices trail those of global and home-market peers.Izumi's labor management practices are above average relative to those of industry peers. The company offers non-statutory benefits to all employees and conducts training programs and engagement surveys--measures that may help retain talent, enhance productivity, and monitor satisfaction, respectively.As a retailer operating solely in Japan, where privacy and data security regulations are stringent per our model, Izumi could face regulatory and reputational risks in case of a data breach. While the company trains employees on data handling, its information security management systems do not appear to have certification to globally accepted standards, such as ISO 27001, unlike those of leading peers.Izumi's board is potentially entrenched, with two directors serving for more than 15 years (as of September 2022). This may limit its ability to support management oversight. On business ethics, while the company has a policy on whistleblower protection against retaliation, we found no evidence of regular audits of ethics standards.",,,10.0,,,,3.0,,2.0,,10.0,Consumer Goods,Environmental Consulting Holdings
IID000000002135264,A,20221220,Professional Services,BBB,1.0,6.0,6.0,20221220.0,7.7,5,4,4.5,44,4,7.2,51,1,Human Resource & Employment Services,7.7,5.0,4.3,5.8,,,7.1,26.0,,,,,7.3,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,4,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,1.0,0.0,,,7.1,2.0,26.0,,,,7.3,2.0,25.0,,,,,,,,,,10.0,7.8,5.8,4,5.9,2.3,-2.2,17,9,4.2,-2.2,17,9,0.0,100,100,0.0,100,100,20220405,-1.015625,66,95,-3.3,42,69,-0.9375,37,22,-1.328125,26,66,,"JAC Recruitment (JAC) has been upgraded to 'A' from 'BBB'. Improvements in JAC's corporate governance practices drove the upgrade. The addition of four new independent directors and establishment of a fully independent pay committee in 2022 may bolster oversight of management and executive pay practices. However, the family-owned firm has a co-founder and a former CEO serving as directors on the board; this may present leadership concerns. JAC's corporate governance practices are average relative to those of global peers.While JAC's staffing solutions involve collecting jobseekers' sensitive data, it operates in regions (e.g., Japan, Europe), where data privacy laws are stringent. Its privacy policy provides full digital rights, including deletion of data, to customers. JAC has industry-typical information security systems that are certified to PrivacyMark standards that mandate regular data system audits and staff training on cybersecurity.JAC's corporate behavior policies consist of whistleblower protection mechanisms. However, unlike with peers, we found no evidence of robust programs such as a formal anti-corruption policy or regular audits of ethics standards.Although JAC lags peers in workforce programs, its exposure to staff management complexity is low; this is because its operations are less labor-intensive, and in countries where incidence of labor unrest is low as per our model.  While we note JAC has performance incentivization mechanisms, we found no evidence of engagement initiatives to monitor employee satisfaction.",,,7.7,5.0,,,3.0,,4.0,,10.0,Professional Services,Real Estate Finance Enterprises
